Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Fairlie Aws,37255,H40075,-44.03774,170.77051,403,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Combined Daily Data at 9am local ("Form 301" Extended)
(Note the max temperature, rainfall and radiation have been put back a day as is standard for a Form 301.
Also note that non standard row charges apply. For details search the help on "f301").
Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),WD_Rel,WS_Rel,WindRun_Rel,Rain_Rel,Tdry_Rel,Twet_Rel,Tmax_Rel,Tmin_Rel,Tgmin_Rel,ET05_Rel,ET10_Rel,ET20_Rel,ET30_Rel,ET100_Rel,Pmsl_Rel,Pstn_Rel,Sun_Rel,Rad_Rel
Fairlie Aws,20170403:0000,140,4.8,132,8.2,175,5.0,7.6,7.2,94.7,8.4,7.6,-,-,-,-,-,-,1024.2,976.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170404:0000,60,1.0,125,8.8,231,0.8,7.0,6.6,94.1,9.6,6.5,-,-,-,-,-,-,1030.5,981.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170405:0000,137,2.1,109,7.2,242,13.8,7.4,6.4,85.3,9.5,6.3,-,-,-,-,-,-,1022.8,974.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170406:0000,271,2.2,257,7.7,222,2.6,7.3,6.6,90.2,12.2,6.7,-,-,-,-,-,-,1012.0,964.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170407:0000,150,2.9,210,11.3,241,0.4,12.2,6.4,34.5,17.2,2.5,-,-,-,-,-,-,1018.8,971.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170408:0000,342,0.7,128,5.1,141,0.2,8.3,7.0,81.3,13.7,7.2,-,-,-,-,-,-,1029.7,981.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170409:0000,318,1.6,123,5.7,169,0.0,10.9,9.0,76.4,16.2,4.7,-,-,-,-,-,-,1029.5,981.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170410:0000,143,1.2,299,4.1,193,0.0,11.8,10.1,79.8,17.8,4.7,-,-,-,-,-,-,1023.1,975.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170411:0000,289,3.5,291,6.7,142,18.2,14.2,10.5,59.9,18.9,7.5,-,-,-,-,-,-,1017.3,970.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170412:0000,279,0.9,209,22.1,160,9.6,8.8,8.3,93.4,10.8,8.6,-,-,-,-,-,-,1017.0,969.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170413:0000,20,0.9,298,17.0,125,16.2,10.8,10.1,90.4,13.8,8.8,-,-,-,-,-,-,1013.8,966.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170414:0000,285,2.7,231,11.8,184,1.0,11.5,11.0,93.6,15.1,10.7,-,-,-,-,-,-,996.9,950.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170415:0000,104,1.0,152,6.2,187,0.0,14.4,11.6,69.2,20.4,10.7,-,-,-,-,-,-,995.2,949.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170416:0000,265,1.5,107,8.2,199,0.4,9.8,7.0,64.0,13.7,6.8,-,-,-,-,-,-,1011.3,964.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170417:0000,137,1.0,173,4.1,104,0.0,7.1,6.7,94.2,12.7,4.6,-,-,-,-,-,-,1016.3,968.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170418:0000,130,1.2,125,11.3,115,0.4,7.9,7.4,92.8,12.5,5.5,-,-,-,-,-,-,1025.7,977.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170419:0000,255,2.0,130,12.4,228,0.0,9.4,7.8,78.2,16.9,4.1,-,-,-,-,-,-,1019.4,971.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170420:0000,114,3.2,254,9.8,184,0.0,10.7,6.8,53.0,15.0,5.0,-,-,-,-,-,-,1024.4,976.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170421:0000,360,1.6,287,7.2,193,0.0,11.0,8.5,69.8,16.5,5.1,-,-,-,-,-,-,1026.9,979.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170422:0000,345,1.3,137,7.2,160,0.0,11.5,8.8,67.2,17.7,5.4,-,-,-,-,-,-,1030.1,982.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170423:0000,307,1.8,278,5.7,163,0.0,12.8,9.0,57.0,19.0,7.7,-,-,-,-,-,-,1024.1,976.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170424:0000,276,2.0,106,7.2,145,0.4,11.7,8.8,65.3,16.8,5.6,-,-,-,-,-,-,1019.6,972.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170425:0000,203,0.4,148,6.2,121,0.2,10.2,9.7,93.5,13.9,8.9,-,-,-,-,-,-,1020.2,972.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170426:0000,50,0.9,312,5.1,170,0.0,7.4,7.0,94.7,20.1,4.4,-,-,-,-,-,-,1016.8,968.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170427:0000,322,2.2,35,7.2,190,0.2,12.5,8.5,54.9,21.8,6.7,-,-,-,-,-,-,1013.4,966.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170428:0000,320,5.3,292,31.9,450,0.0,21.8,13.3,32.2,22.9,9.9,-,-,-,-,-,-,996.7,952.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170429:0000,324,2.1,225,8.2,205,2.2,7.3,5.7,77.2,17.5,2.8,-,-,-,-,-,-,1007.5,960.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170430:0000,336,1.2,160,9.8,224,12.6,8.5,7.9,91.4,9.0,7.0,-,-,-,-,-,-,998.7,951.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170501:0000,333,2.3,271,8.8,183,0.0,6.3,3.3,55.3,11.9,0.8,-,-,-,-,-,-,1017.3,969.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170502:0000,180,2.3,347,5.7,196,0.0,4.6,2.7,70.0,16.9,0.6,-,-,-,-,-,-,1017.2,968.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170503:0000,20,6.5,8,20.6,266,1.2,16.8,10.3,38.5,17.7,3.6,-,-,-,-,-,-,1001.3,955.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170504:0000,13,3.7,260,12.4,254,0.0,7.1,4.0,56.0,15.3,1.0,-,-,-,-,-,-,1010.3,962.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170505:0000,270,1.7,216,8.2,196,0.0,6.2,3.9,66.3,17.7,2.9,-,-,-,-,-,-,1022.4,974.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170506:0000,135,1.2,289,4.6,132,0.0,8.0,5.7,67.7,13.9,2.9,-,-,-,-,-,-,1026.2,978.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170507:0000,280,1.8,274,6.7,261,0.0,7.7,6.4,82.0,13.7,7.7,-,-,-,-,-,-,1028.7,980.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170508:0000,264,4.0,283,7.7,208,0.0,6.4,4.3,69.4,14.2,4.8,-,-,-,-,-,-,1023.1,974.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170509:0000,46,2.1,279,6.7,169,0.0,10.1,7.7,69.1,15.9,6.2,-,-,-,-,-,-,1022.7,975.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170510:0000,313,1.6,100,9.3,79,2.8,6.8,5.7,83.0,14.8,5.2,-,-,-,-,-,-,1027.2,978.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170511:0000,115,0.8,257,9.3,228,0.0,7.6,7.2,94.7,13.7,6.8,-,-,-,-,-,-,1014.4,966.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170512:0000,103,1.3,90,16.0,143,1.6,7.4,6.3,83.6,9.2,6.9,-,-,-,-,-,-,1015.4,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170513:0000,291,2.5,9,5.1,153,0.0,3.8,3.3,91.2,11.6,3.2,-,-,-,-,-,-,1023.9,975.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170514:0000,345,1.4,275,4.6,163,0.2,3.4,2.7,87.4,10.6,0.7,-,-,-,-,-,-,1025.8,976.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170515:0000,281,2.5,278,5.7,194,0.0,7.3,5.5,73.7,16.1,3.4,-,-,-,-,-,-,1025.3,977.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170516:0000,276,2.7,270,5.7,96,1.8,7.4,5.4,72.1,12.2,5.1,-,-,-,-,-,-,1023.5,975.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170517:0000,140,2.3,116,8.2,125,4.0,6.0,5.3,89.5,12.2,4.1,-,-,-,-,-,-,1012.0,964.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170518:0000,271,1.8,312,19.0,302,1.4,9.9,7.4,68.5,16.1,5.9,-,-,-,-,-,-,1009.3,962.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170519:0000,352,2.2,296,26.3,562,0.0,2.5,0.8,69.6,13.6,-0.4,-,-,-,-,-,-,1007.1,958.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170520:0000,242,6.1,268,14.9,460,0.0,4.1,0.7,44.5,5.9,2.3,-,-,-,-,-,-,1007.7,959.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170521:0000,269,5.1,250,13.4,229,0.0,5.9,2.4,47.9,9.6,3.5,-,-,-,-,-,-,1026.1,977.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170522:0000,94,1.1,291,4.6,129,0.0,1.3,-0.2,73.1,9.9,-1.6,-,-,-,-,-,-,1028.8,979.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170523:0000,354,2.2,74,11.3,151,0.0,8.2,4.3,47.8,19.2,0.9,-,-,-,-,-,-,1011.3,963.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170524:0000,344,1.1,97,4.6,124,0.2,6.3,5.6,88.8,11.6,3.6,-,-,-,-,-,-,1020.6,972.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170525:0000,265,1.1,278,5.7,262,0.0,3.5,3.1,92.5,12.3,0.3,-,-,-,-,-,-,1020.0,971.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170526:0000,276,3.7,289,7.7,232,0.0,7.0,3.5,50.8,15.6,3.2,-,-,-,-,-,-,1015.0,967.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170527:0000,360,1.7,289,7.2,153,2.8,9.0,6.6,67.9,11.8,7.0,-,-,-,-,-,-,1014.7,967.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170528:0000,324,1.8,51,8.8,118,0.0,3.6,3.3,95.1,12.6,1.8,-,-,-,-,-,-,1022.8,974.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170529:0000,240,1.7,149,10.8,143,0.0,3.8,3.1,88.0,10.5,0.9,-,-,-,-,-,-,1021.1,972.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170530:0000,328,0.9,281,4.1,131,0.0,0.4,0.2,95.8,9.8,-0.6,-,-,-,-,-,-,1014.6,965.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170531:0000,307,1.2,280,5.1,88,0.2,6.2,4.7,76.6,11.9,0.3,-,-,-,-,-,-,1017.2,969.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170601:0000,337,0.8,37,3.1,98,1.0,7.4,7.0,93.5,10.1,6.3,-,-,-,-,-,-,1020.4,972.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170602:0000,291,1.4,335,5.1,157,0.0,6.5,5.7,88.3,8.3,6.3,-,-,-,-,-,-,1020.2,972.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170603:0000,19,2.8,297,8.2,209,6.0,4.7,3.9,87.5,8.5,4.6,-,-,-,-,-,-,1016.9,968.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170604:0000,277,2.3,1,6.7,142,3.0,3.2,2.6,88.6,6.6,1.8,-,-,-,-,-,-,1017.8,969.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170605:0000,316,2.0,331,8.8,154,0.2,1.5,0.7,84.6,8.1,0.8,-,-,-,-,-,-,1021.9,972.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170606:0000,272,1.8,284,5.7,322,0.0,2.4,1.4,81.6,8.0,-0.7,-,-,-,-,-,-,1018.9,970.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170607:0000,287,4.4,297,9.3,275,0.0,3.6,1.7,68.8,12.1,1.4,-,-,-,-,-,-,1019.7,971.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170608:0000,346,3.6,291,6.7,181,0.0,5.2,3.2,68.6,11.4,0.9,-,-,-,-,-,-,1024.2,975.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170609:0000,274,2.1,290,14.4,265,0.2,4.3,2.4,68.4,16.1,0.0,-,-,-,-,-,-,1020.5,971.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170610:0000,289,1.8,265,16.0,242,0.0,3.2,2.2,81.8,12.1,1.3,-,-,-,-,-,-,1016.8,968.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170611:0000,343,3.4,289,12.4,310,0.0,7.6,4.5,56.9,19.7,2.9,-,-,-,-,-,-,1019.4,971.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170612:0000,302,4.0,295,17.0,377,0.4,14.0,8.4,40.5,17.2,7.6,-,-,-,-,-,-,1010.9,964.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170613:0000,4,1.7,296,20.1,520,1.4,3.8,3.5,94.5,15.2,2.8,-,-,-,-,-,-,1001.9,954.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170614:0000,224,4.6,243,17.0,322,0.2,5.9,2.5,48.7,8.7,3.8,-,-,-,-,-,-,1015.7,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170615:0000,199,1.3,279,11.3,160,0.0,0.7,-1.0,68.2,16.8,-0.4,-,-,-,-,-,-,1019.4,970.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170616:0000,357,0.4,291,6.7,233,0.0,5.2,4.2,84.0,7.8,0.5,-,-,-,-,-,-,1023.6,975.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170617:0000,288,3.4,310,19.0,302,0.0,5.1,3.2,70.5,11.9,3.0,-,-,-,-,-,-,1029.7,980.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170618:0000,286,4.6,293,7.7,257,0.0,4.4,2.4,67.4,9.4,3.5,-,-,-,-,-,-,1027.0,978.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170619:0000,205,1.0,275,4.6,178,0.0,6.6,5.8,87.8,7.6,4.5,-,-,-,-,-,-,1028.1,979.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170620:0000,278,2.3,283,8.2,187,0.0,5.9,3.8,67.9,12.9,-0.1,-,-,-,-,-,-,1028.5,979.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170621:0000,306,3.4,265,9.3,240,1.6,9.0,4.1,37.6,16.7,0.3,-,-,-,-,-,-,1019.8,972.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170622:0000,84,4.8,98,10.3,139,6.0,5.8,5.3,92.7,6.1,5.8,-,-,-,-,-,-,1023.7,975.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170623:0000,275,1.2,299,8.2,253,0.6,2.4,2.1,93.7,6.0,2.1,-,-,-,-,-,-,1018.5,969.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170624:0000,311,3.8,283,10.3,269,2.8,3.6,2.5,80.8,9.0,2.4,-,-,-,-,-,-,998.1,950.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170625:0000,101,4.2,141,23.7,185,0.0,3.1,2.8,93.8,7.9,1.9,-,-,-,-,-,-,1006.3,958.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170626:0000,133,1.8,284,5.7,183,0.2,0.2,-1.3,71.2,8.9,-1.3,-,-,-,-,-,-,1017.0,967.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170627:0000,291,5.0,293,7.2,132,0.0,6.8,4.0,59.7,8.8,0.3,-,-,-,-,-,-,1014.8,966.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170628:0000,331,1.5,306,5.1,100,0.0,5.0,4.7,95.1,8.3,4.1,-,-,-,-,-,-,1025.1,976.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170629:0000,137,1.0,120,6.7,136,0.2,1.3,0.6,85.8,8.8,-0.9,-,-,-,-,-,-,1025.9,976.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170630:0000,73,0.9,47,7.7,213,8.2,0.6,0.2,92.3,8.7,0.0,-,-,-,-,-,-,1015.1,966.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170701:0000,328,2.2,277,8.8,353,19.8,5.8,5.1,89.5,6.9,0.6,-,-,-,-,-,-,1012.2,964.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170702:0000,293,4.8,256,8.2,326,-,5.0,3.8,81.1,10.8,3.8,-,-,-,-,-,-,1008.1,960.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170703:0000,281,3.5,234,10.3,248,-,6.1,4.3,73.5,10.9,4.5,-,-,-,-,-,-,1010.0,962.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170704:0000,152,3.2,252,12.4,314,0.0,3.9,2.4,75.3,9.5,1.1,-,-,-,-,-,-,1007.8,959.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170705:0000,166,2.9,347,8.8,172,0.0,2.1,-0.2,60.7,7.2,1.6,-,-,-,-,-,-,1017.8,968.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170706:0000,320,1.8,267,4.6,95,0.0,-0.5,-1.7,75.5,5.6,-2.5,-,-,-,-,-,-,1017.4,968.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170707:0000,294,1.5,299,4.6,180,0.0,1.4,0.2,78.1,4.8,-0.4,-,-,-,-,-,-,1012.5,963.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170708:0000,275,2.0,284,4.6,114,0.0,0.0,-1.4,73.4,4.9,-2.2,-,-,-,-,-,-,1009.6,960.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170709:0000,107,0.6,276,4.6,154,0.0,2.6,1.5,79.6,9.8,-0.6,-,-,-,-,-,-,1007.9,959.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170710:0000,286,1.7,121,5.1,219,0.0,2.6,1.4,78.4,9.9,0.4,-,-,-,-,-,-,1011.9,963.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170711:0000,339,3.3,42,18.5,-,-,3.8,1.3,58.1,7.6,-0.3,-,-,-,-,-,-,1009.1,961.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170712:0000,-,-,-,-,229,-,-,-,-,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170713:0000,285,3.5,63,21.6,271,9.0,1.9,1.2,87.3,3.5,0.0,-,-,-,-,-,-,1026.0,976.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170714:0000,290,3.8,276,7.2,340,0.0,1.9,0.8,78.9,5.4,1.3,-,-,-,-,-,-,1024.8,975.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170715:0000,285,4.3,269,7.7,340,0.0,-1.2,-2.2,78.7,3.9,-1.6,-,-,-,-,-,-,1024.1,974.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170716:0000,290,2.8,285,7.7,198,1.2,3.4,0.8,57.0,9.8,-1.2,-,-,-,-,-,-,1017.5,968.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170717:0000,108,1.8,211,18.0,244,4.6,4.0,3.4,89.3,7.0,2.2,-,-,-,-,-,-,1018.1,969.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170718:0000,286,3.8,280,6.7,228,0.0,3.8,2.7,80.7,10.4,1.2,-,-,-,-,-,-,1021.4,972.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170719:0000,301,1.9,284,8.8,187,0.0,4.6,2.3,63.6,13.3,2.0,-,-,-,-,-,-,1009.5,961.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170720:0000,2,2.5,348,8.8,241,12.2,3.5,1.8,70.9,14.3,2.8,-,-,-,-,-,-,996.4,948.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170721:0000,250,5.3,264,21.1,410,47.2,5.9,4.8,83.4,6.5,3.6,-,-,-,-,-,-,983.4,936.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170722:0000,229,3.1,245,13.9,184,1.2,5.3,3.6,72.8,6.3,3.6,-,-,-,-,-,-,996.8,949.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170723:0000,344,1.7,140,6.7,189,0.2,-0.3,-1.2,82.6,12.6,-1.4,-,-,-,-,-,-,1006.3,957.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170724:0000,21,4.9,213,10.3,227,0.0,7.2,4.1,56.3,14.9,-0.2,-,-,-,-,-,-,997.3,950.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170725:0000,345,1.5,296,12.4,252,0.0,4.0,1.6,60.4,14.0,-0.5,-,-,-,-,-,-,1003.7,955.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170726:0000,300,3.1,310,8.2,206,3.8,3.2,1.1,64.3,13.4,1.1,-,-,-,-,-,-,1004.1,956.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20170727:0000,284,4.1,295,11.8,237,11.4,3.3,2.6,88.5,4.1,3.3,-,-,-,-,-,-,1002.6,954.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
