Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Fairlie Aws,37255,H40075,-44.03774,170.77051,403,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Combined Daily Data at 9am local ("Form 301" Extended)
(Note the max temperature, rainfall and radiation have been put back a day as is standard for a Form 301.
Also note that non standard row charges apply. For details search the help on "f301").
Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),WD_Rel,WS_Rel,WindRun_Rel,Rain_Rel,Tdry_Rel,Twet_Rel,Tmax_Rel,Tmin_Rel,Tgmin_Rel,ET05_Rel,ET10_Rel,ET20_Rel,ET30_Rel,ET100_Rel,Pmsl_Rel,Pstn_Rel,Sun_Rel,Rad_Rel
Fairlie Aws,20230515:0000,291,3.3,253,6.7,216,0.0,7.2,4.7,64.2,12.3,2.8,-,-,-,-,-,-,1024.5,976.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230516:0000,325,2.4,315,6.7,219,0.0,3.6,1.9,71.5,17.7,1.4,-,-,-,-,-,-,1022.1,973.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230517:0000,295,1.7,278,7.2,103,9.2,9.2,6.1,59.1,13.8,3.6,-,-,-,-,-,-,1013.1,965.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230518:0000,233,1.1,329,4.1,106,3.8,8.0,7.3,89.6,11.6,7.8,-,-,-,-,-,-,1015.3,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230519:0000,62,0.5,94,4.1,166,3.6,6.7,6.0,88.8,8.5,6.5,-,-,-,-,-,-,1005.4,957.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230520:0000,292,3.3,278,6.2,178,9.2,8.3,6.4,73.2,10.6,6.7,-,-,-,-,-,-,991.5,945.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230521:0000,127,0.7,143,6.2,142,0.0,6.6,5.8,88.4,8.7,6.1,-,-,-,-,-,-,997.5,950.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230522:0000,276,1.3,278,6.7,241,0.0,1.9,1.3,88.6,14.7,1.6,-,-,-,-,-,-,1002.3,954.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230523:0000,276,3.8,128,9.3,218,0.0,8.2,5.3,60.0,16.9,1.8,-,-,-,-,-,-,1004.8,957.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230524:0000,303,1.2,88,6.2,219,0.0,5.4,4.2,80.6,11.3,5.3,-,-,-,-,-,-,1018.2,969.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230525:0000,302,3.6,282,8.2,232,0.0,9.7,5.8,50.9,19.9,5.0,-,-,-,-,-,-,1017.8,970.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230526:0000,85,2.1,312,19.6,387,11.4,11.9,8.1,55.1,17.9,7.9,-,-,-,-,-,-,1006.1,959.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230527:0000,89,2.2,304,18.0,186,0.0,12.7,8.0,47.0,18.1,10.4,-,-,-,-,-,-,1009.6,962.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230528:0000,56,0.9,304,5.1,189,0.0,6.3,4.9,79.4,12.3,4.0,-,-,-,-,-,-,1020.4,972.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230529:0000,2,1.8,293,6.7,222,2.4,9.2,6.9,69.8,16.9,5.9,-,-,-,-,-,-,1010.0,962.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230530:0000,274,3.4,281,19.0,283,0.0,6.5,3.6,57.0,16.6,5.8,-,-,-,-,-,-,1005.8,958.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230531:0000,276,2.6,285,5.7,244,0.0,5.1,2.2,55.5,13.9,3.7,-,-,-,-,-,-,1008.0,960.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230601:0000,304,3.6,316,21.1,425,3.8,8.6,6.1,66.3,19.4,5.2,-,-,-,-,-,-,1004.5,957.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230602:0000,255,4.5,292,20.1,413,0.2,10.1,5.1,38.7,13.4,7.9,-,-,-,-,-,-,1003.0,956.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230603:0000,298,2.7,280,6.2,207,0.0,2.1,0.2,65.0,11.7,0.5,-,-,-,-,-,-,1018.3,969.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230604:0000,323,3.0,280,8.2,183,14.0,3.5,1.1,60.2,8.6,2.1,-,-,-,-,-,-,1008.4,960.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230605:0000,246,3.5,268,7.7,289,0.0,2.9,1.8,80.1,7.9,1.8,-,-,-,-,-,-,1027.1,977.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230606:0000,270,2.7,276,6.2,197,0.0,3.0,1.3,70.1,9.9,1.4,-,-,-,-,-,-,1035.2,985.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230607:0000,274,3.8,278,5.7,187,0.0,4.1,1.9,64.0,9.3,1.0,-,-,-,-,-,-,1032.6,983.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230608:0000,274,3.4,326,5.1,125,0.0,2.7,0.8,66.1,9.2,1.1,-,-,-,-,-,-,1028.2,978.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230609:0000,-,-,-,-,156,0.2,-5.4,-5.7,86.2,3.5,-6.5,-,-,-,-,-,-,1027.2,976.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230610:0000,286,3.9,306,5.7,195,0.0,-0.4,-1.5,77.7,8.9,-5.5,-,-,-,-,-,-,1023.1,973.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230611:0000,258,3.6,275,8.8,294,0.0,3.6,0.7,51.4,9.0,-0.8,-,-,-,-,-,-,1016.9,968.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230612:0000,288,2.9,274,7.2,277,0.0,3.0,1.3,70.1,13.2,1.7,-,-,-,-,-,-,1019.0,970.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230613:0000,360,2.8,280,7.2,237,0.0,6.7,3.4,52.6,13.5,3.0,-,-,-,-,-,-,1021.9,973.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230614:0000,265,3.0,292,5.1,201,0.0,4.1,2.2,69.4,10.6,1.7,-,-,-,-,-,-,1020.4,971.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230615:0000,263,3.6,270,5.1,194,0.0,3.5,1.5,65.4,10.2,1.7,-,-,-,-,-,-,1013.6,965.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230616:0000,285,2.7,284,5.1,201,0.0,0.4,-0.8,76.9,9.4,-1.5,-,-,-,-,-,-,1013.7,964.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230617:0000,296,3.5,293,5.1,197,0.0,-1.2,-2.2,78.7,8.6,-1.3,-,-,-,-,-,-,1022.0,972.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230618:0000,285,1.8,279,5.1,179,3.4,4.9,3.5,78.0,9.7,-1.2,-,-,-,-,-,-,1023.4,974.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230619:0000,275,2.9,278,5.1,210,0.8,6.5,5.7,88.4,9.6,4.9,-,-,-,-,-,-,1019.4,971.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230620:0000,247,1.9,277,4.6,155,0.2,7.4,6.2,82.3,10.6,6.5,-,-,-,-,-,-,1016.3,968.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230621:0000,270,2.8,292,6.2,247,0.0,5.1,3.8,79.8,10.1,4.7,-,-,-,-,-,-,1018.5,970.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230622:0000,293,2.6,285,7.7,199,0.0,3.7,2.8,84.4,9.7,2.5,-,-,-,-,-,-,1019.7,971.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230623:0000,237,1.8,290,5.1,183,0.6,2.4,1.3,80.0,10.4,1.7,-,-,-,-,-,-,1019.4,970.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230624:0000,278,4.1,271,6.7,261,0.2,6.6,5.8,87.6,9.6,2.4,-,-,-,-,-,-,1019.1,971.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230625:0000,99,1.4,285,6.2,212,0.0,6.9,5.5,79.1,13.2,6.2,-,-,-,-,-,-,1014.5,966.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230626:0000,279,2.2,280,7.7,285,0.0,8.2,6.4,75.3,11.1,6.7,-,-,-,-,-,-,1000.8,953.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230627:0000,236,1.4,255,11.3,298,12.6,6.4,4.7,74.5,11.2,5.7,-,-,-,-,-,-,1000.5,953.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230628:0000,313,4.7,250,11.3,312,0.0,8.3,6.0,68.2,11.4,6.2,-,-,-,-,-,-,995.7,949.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230629:0000,255,2.8,277,7.2,231,0.0,4.7,3.1,74.2,12.2,4.7,-,-,-,-,-,-,986.6,939.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230630:0000,196,2.2,213,8.2,227,0.2,3.7,1.8,68.8,9.7,0.1,-,-,-,-,-,-,984.0,937.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230701:0000,273,3.4,210,18.0,324,0.0,1.5,-0.5,65.3,9.3,-0.6,-,-,-,-,-,-,988.6,941.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230702:0000,294,3.6,249,12.9,306,0.4,0.2,-2.2,54.0,10.2,-1.2,-,-,-,-,-,-,991.6,943.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230703:0000,224,3.6,229,17.5,364,0.0,10.2,5.1,37.2,11.7,0.2,-,-,-,-,-,-,986.7,940.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230704:0000,330,2.3,261,14.4,308,0.0,8.7,3.8,36.9,16.0,4.6,-,-,-,-,-,-,998.1,951.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230705:0000,324,3.0,250,11.8,257,0.4,6.6,2.6,43.0,14.7,1.7,-,-,-,-,-,-,1005.9,958.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230706:0000,296,2.4,227,6.7,192,0.8,1.5,-0.8,60.0,8.4,0.8,-,-,-,-,-,-,1016.5,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230707:0000,279,2.7,301,4.6,143,0.0,-0.8,-2.0,75.3,7.7,-2.4,-,-,-,-,-,-,1015.7,966.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230708:0000,296,1.6,279,5.1,128,0.0,3.8,2.5,78.5,8.0,-0.8,-,-,-,-,-,-,1004.6,956.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230709:0000,272,3.0,268,4.6,211,0.0,5.7,3.9,72.9,11.6,3.8,-,-,-,-,-,-,1000.7,953.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230710:0000,285,4.6,295,7.7,253,0.0,3.6,2.1,75.0,12.9,3.1,-,-,-,-,-,-,1000.2,952.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230711:0000,294,1.5,282,6.7,192,0.0,5.6,3.6,69.3,9.1,3.5,-,-,-,-,-,-,1008.8,961.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230712:0000,125,2.5,248,8.8,208,0.0,4.5,2.7,70.1,9.7,1.5,-,-,-,-,-,-,1003.4,955.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230713:0000,46,3.1,230,9.8,233,0.2,7.8,3.8,45.4,16.1,-0.2,-,-,-,-,-,-,1005.7,958.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230714:0000,273,3.7,310,13.9,204,0.0,15.7,9.1,35.3,17.8,4.6,-,-,-,-,-,-,1004.8,958.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230715:0000,259,2.5,329,6.2,253,0.0,9.6,5.2,44.3,17.4,2.3,-,-,-,-,-,-,1012.6,965.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230716:0000,264,5.9,247,14.4,222,0.0,11.4,7.8,57.0,14.7,5.2,-,-,-,-,-,-,1004.3,957.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230717:0000,335,1.8,269,11.8,323,0.0,3.5,1.0,57.5,16.5,2.1,-,-,-,-,-,-,1014.1,965.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230718:0000,306,2.1,291,10.8,227,0.0,9.8,5.4,45.2,17.9,3.3,-,-,-,-,-,-,1012.9,965.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230719:0000,327,2.0,121,7.7,189,6.0,8.2,2.8,28.9,16.7,6.1,-,-,-,-,-,-,1007.2,959.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230720:0000,39,2.5,89,6.2,218,7.4,4.7,3.8,85.0,5.2,2.4,-,-,-,-,-,-,1019.1,970.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230721:0000,319,1.0,47,8.8,200,0.2,2.9,1.9,82.4,6.1,2.1,-,-,-,-,-,-,1025.6,976.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230722:0000,305,1.3,252,11.3,298,41.2,-0.7,-1.5,82.4,7.5,-1.9,-,-,-,-,-,-,1021.0,971.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230723:0000,279,4.0,273,10.3,257,20.6,4.9,4.1,86.3,8.0,-0.7,-,-,-,-,-,-,1006.6,958.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230724:0000,301,2.6,294,5.7,271,0.2,7.1,5.6,78.5,11.3,4.8,-,-,-,-,-,-,1013.1,965.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230725:0000,272,4.5,231,13.4,268,1.4,5.2,3.3,70.6,16.1,1.7,-,-,-,-,-,-,1006.7,958.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230726:0000,261,6.1,254,12.4,296,0.8,4.9,1.7,49.4,11.8,2.8,-,-,-,-,-,-,1016.0,967.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230727:0000,57,2.1,295,19.6,293,0.2,5.7,2.0,44.3,9.1,2.9,-,-,-,-,-,-,1007.5,959.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230728:0000,189,2.1,240,7.2,180,0.0,2.2,0.3,65.9,10.3,0.7,-,-,-,-,-,-,1023.0,973.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230729:0000,275,2.6,272,5.7,235,0.0,4.5,1.7,54.8,12.3,1.3,-,-,-,-,-,-,1018.1,969.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230730:0000,278,3.7,275,6.2,245,0.6,5.3,2.4,54.7,14.9,3.3,-,-,-,-,-,-,1018.6,970.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230731:0000,297,3.5,313,27.3,421,3.4,5.4,2.4,54.7,17.5,3.1,-,-,-,-,-,-,1011.6,963.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230801:0000,149,8.0,328,30.4,601,7.2,12.8,5.7,23.2,13.5,5.4,-,-,-,-,-,-,999.9,953.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230802:0000,272,3.7,283,17.0,388,0.0,3.8,0.7,49.2,6.5,2.0,-,-,-,-,-,-,1007.7,959.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230803:0000,30,2.8,230,10.3,175,0.0,5.1,2.7,62.3,12.8,1.7,-,-,-,-,-,-,1029.3,980.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230804:0000,281,1.1,111,11.8,182,0.2,3.5,1.5,66.8,14.3,0.7,-,-,-,-,-,-,1028.0,978.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230805:0000,306,1.1,287,3.6,111,0.2,4.5,3.5,83.9,7.7,3.6,-,-,-,-,-,-,1035.5,986.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230806:0000,351,0.8,283,6.7,197,0.2,0.1,-0.5,88.9,10.5,-1.1,-,-,-,-,-,-,1024.2,974.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230807:0000,297,2.2,217,12.9,233,0.2,3.7,1.7,66.9,13.7,0.2,-,-,-,-,-,-,1012.7,964.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230808:0000,255,5.1,256,10.8,329,0.6,3.9,0.8,49.2,7.2,0.8,-,-,-,-,-,-,1016.1,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230809:0000,320,3.0,261,9.3,253,1.4,5.1,1.0,38.0,7.5,1.7,-,-,-,-,-,-,1014.4,966.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230810:0000,252,5.3,255,10.3,269,0.2,2.1,-0.6,54.9,6.4,1.3,-,-,-,-,-,-,1017.9,969.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230811:0000,302,1.5,294,5.1,172,0.0,0.1,-1.7,64.4,8.3,-1.6,-,-,-,-,-,-,1018.7,969.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230812:0000,282,1.5,291,6.2,215,0.0,3.4,0.9,57.5,10.5,-0.6,-,-,-,-,-,-,1011.5,963.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230813:0000,322,2.4,246,11.8,203,0.0,5.2,2.8,63.3,13.9,3.0,-,-,-,-,-,-,1004.0,956.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230814:0000,226,1.9,274,9.8,239,0.0,6.1,4.4,74.4,11.6,2.5,-,-,-,-,-,-,1002.2,954.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230815:0000,31,2.1,279,10.8,284,0.2,2.2,0.1,61.7,9.7,0.3,-,-,-,-,-,-,1003.2,955.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230816:0000,285,3.9,286,6.2,239,2.8,4.0,2.6,77.4,8.0,1.3,-,-,-,-,-,-,1005.3,957.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230817:0000,310,4.1,342,5.7,232,0.0,4.4,1.9,60.4,11.5,0.6,-,-,-,-,-,-,1013.0,964.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230818:0000,282,4.9,281,7.7,234,0.0,5.4,1.8,44.9,15.7,-0.6,-,-,-,-,-,-,1012.5,964.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230819:0000,273,1.3,59,6.2,192,0.0,1.6,0.3,74.9,8.7,0.7,-,-,-,-,-,-,1006.6,958.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230820:0000,331,3.2,328,8.8,274,8.2,7.2,4.1,56.8,15.9,1.6,-,-,-,-,-,-,994.4,947.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230821:0000,257,5.2,255,11.8,265,0.0,7.6,4.5,56.4,11.0,4.6,-,-,-,-,-,-,1010.8,963.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230822:0000,278,2.7,287,5.1,186,0.0,1.6,0.2,73.7,11.0,-0.2,-,-,-,-,-,-,1025.7,976.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230823:0000,303,4.6,281,7.2,222,0.0,6.2,3.1,54.4,16.5,-0.5,-,-,-,-,-,-,1026.8,978.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230824:0000,321,0.9,124,6.2,225,0.0,5.6,3.0,59.7,14.1,2.4,-,-,-,-,-,-,1024.5,975.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230825:0000,291,2.2,290,5.1,200,0.0,6.2,3.8,64.9,12.5,1.5,-,-,-,-,-,-,1025.9,977.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230826:0000,289,3.4,279,6.2,186,0.0,8.5,5.0,53.6,17.2,3.2,-,-,-,-,-,-,1019.5,971.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230827:0000,360,3.1,269,11.3,271,0.8,3.6,2.6,82.5,8.9,2.9,-,-,-,-,-,-,1021.7,972.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230828:0000,322,2.1,207,7.7,271,0.2,2.5,0.5,65.1,10.0,-0.6,-,-,-,-,-,-,1025.8,976.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230829:0000,299,3.1,269,7.7,225,0.0,6.4,3.3,54.3,14.6,2.3,-,-,-,-,-,-,1022.3,974.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230830:0000,286,3.3,280,7.2,276,0.0,8.3,4.5,48.6,16.9,1.4,-,-,-,-,-,-,1020.5,972.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230831:0000,286,4.6,258,9.3,274,0.0,9.6,5.1,42.9,18.2,6.9,-,-,-,-,-,-,1020.4,972.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230901:0000,348,2.8,245,8.8,200,0.0,12.0,6.6,38.6,14.3,2.9,-,-,-,-,-,-,1016.3,969.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230902:0000,322,1.5,301,6.2,187,0.0,8.1,6.6,78.5,12.6,5.3,-,-,-,-,-,-,1024.4,976.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230903:0000,214,1.0,344,5.1,119,0.4,4.9,4.2,88.8,9.8,2.4,-,-,-,-,-,-,1023.9,975.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230904:0000,4,0.3,90,5.7,153,0.2,6.8,6.1,88.9,10.2,4.9,-,-,-,-,-,-,1028.4,979.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230905:0000,285,0.9,107,4.6,156,0.0,6.5,5.7,88.4,11.8,6.1,-,-,-,-,-,-,1025.6,977.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230906:0000,309,3.7,350,17.0,418,0.2,10.8,8.3,69.3,19.2,6.3,-,-,-,-,-,-,1013.0,965.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20230907:0000,293,4.1,280,18.5,276,0.0,15.7,8.7,31.7,19.5,10.1,-,-,-,-,-,-,1016.5,970.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
